procedure_name,tin_type,tin_value,billing_class,negotiated_type,service_code,negotiated_rate,npi,reporting_entity_name,reporting_entity_type,plan_name,plan_id_type,plan_id,plan_market_type,last_updated_on,version,url,billing_code,NPI,Entity Type Code,Provider Organization Name (Legal Business Name),Provider Other Organization Name,Provider Other Organization Name Type Code,Provider First Line Business Mailing Address,Provider Second Line Business Mailing Address,Provider Business Mailing Address City Name,Provider Business Mailing Address State Name,Provider Business Mailing Address Postal Code,Provider Business Mailing Address Country Code (If outside U.S.),Provider Business Mailing Address Telephone Number,Provider Business Mailing Address Fax Number,Provider First Line Business Practice Location Address,Provider Second Line Business Practice Location Address,Provider Business Practice Location Address City Name,Provider Business Practice Location Address State Name,Provider Business Practice Location Address Postal Code,Provider Business Practice Location Address Telephone Number,Provider Business Practice Location Address Fax Number,Provider Enumeration Date,Last Update Date,Authorized Official Last Name,Authorized Official First Name,Authorized Official Middle Name,Authorized Official Title or Position,Authorized Official Telephone Number,Provider License Number_1,Provider License Number State Code_1,Healthcare Provider Primary Taxonomy Switch_1,Is Sole Proprietor,Is Organization Subpart,Parent Organization LBN,Parent Organization TIN,Authorized Official Name Prefix Text,Authorized Official Name Suffix Text,Authorized Official Credential Text,Healthcare Provider Taxonomy Group_1,Healthcare Provider Taxonomy Group_2,Certification Date,Combined_taxonomy_codes
Under Excision-Benign Lesions Procedures on the Skin 0.6-1 CM,ein,820983761,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",145.62,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,11401,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
Injection into lower back of nerve block using imaging guidance,ein,820983761,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",172.68,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,64493,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
Laser removal of incompetent vein,ein,820983761,professional,fee schedule,"[""01"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""20"", ""25"", ""27"", ""32"", ""33"", ""49"", ""50"", ""54"", ""55"", ""57"", ""58"", ""60"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",1324.73,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,36478,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
"Qualified non physician health care professional online digital assessment and management, for an established patient, for up to 7 days, cumulative time during the 7 days; 21 or more minutes",ein,820983761,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",30.64,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,98972,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
Chemical destruction of pre-cancerous lesions of the skin,ein,820983761,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",33.15,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,17250,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
"Debridement (for example, high pressure waterjet with/without suction, sharp selective debridement with scissors, scalpel and forceps)",ein,820983761,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",34.93,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,97597,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
"Physician telephone patient service, 11-20 minutes of medical discussion",ein,820983761,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",53.46,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99442,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
Initial visit for new patients 1-4 years old,ein,820983761,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",65.07,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,99382,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
Injection into lower back of nerve block using imaging guidance,ein,820983761,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",84.41,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,64493,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
Under Excision-Benign Lesions Procedures on the Skin 0.6-1 CM,ein,820983761,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",94.98,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,11401,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
Laser removal of incompetent vein,ein,820983761,professional,fee schedule,"[""02"", ""19"", ""21"", ""22"", ""23"", ""24"", ""26"", ""31"", ""34"", ""41"", ""42"", ""51"", ""52"", ""53"", ""56"", ""61""]",326.35,1992984280,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,36478,1992984280,2,"J. ALEX MARTINEZ, M.D., P.A.",LAKE AUSTIN ASTHMA & ALLERGY ASSOCIATES,3.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,US,5124789845.0,5124783067.0,4201 BEE CAVE RD,SUITE B 200,WEST LAKE HILLS,TX,787466465,5124789845.0,5124783067.0,11/2/2007,8/17/2011,MARTINEZ,JOSE,ALEJANDRO,DIRECTOR,5124789845,K1546,TX,Y,,N,,,DR.,,M.D.,,,,261QM2500X
Blood test to measure a type of thyroid hormone,ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",3.85,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,84436,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Blood test to measure a type of thyroid hormone,ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",4.53,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,84436,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Blood test to determine existence of certain bacterium that causes syphilis,ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",7.41,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,86780,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Blood test to determine existence of certain bacterium that causes syphilis,ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",8.74,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,86780,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"2 views, front and back",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",25.45,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,71046,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"2 views, front and back",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",27.83,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,71046,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Radiologic examination of the middle spine, 3 views",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",29.85,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,72072,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
"Radiologic examination of the middle spine, 3 views",ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",32.57,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,72072,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Test to determine heart abnormalities,ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",61.25,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,93015,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
Test to determine heart abnormalities,ein,821251954,professional,fee schedule,"[""01"", ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""10"", ""11"", ""12"", ""13"", ""14"", ""15"", ""17"", ""18"", ""19"", ""20"", ""21"", ""22"", ""23"", ""24"", ""25"", ""26"", ""27"", ""31"", ""32"", ""33"", ""34"", ""41"", ""42"", ""49"", ""50"", ""51"", ""52"", ""53"", ""54"", ""55"", ""56"", ""57"", ""58"", ""60"", ""61"", ""62"", ""65"", ""71"", ""72"", ""81"", ""99""]",71.94,1760917785,Aetna Life Insurance Company,Health Insurance Issuer,,,,,2024-10-05,1.3.1,https://mrf.healthsparq.com/aetnacvs-egress.nophi.kyruushsq.com/prd/mrf/AETNACVS_I/ASH/2024-10-05/inNetworkRates/2024-10-05_pl-4b6-hr23_Aetna-Life-Insurance-Company.json.gz,93015,1760917785,2,"CARMA HEALTH, PLLC",,,630 W 34TH ST STE 301,,AUSTIN,TX,787051217,US,5122124670.0,5122335830.0,630 W 34TH ST STE 301,,AUSTIN,TX,78705,5122124670.0,5122335830.0,4/27/2017,7/26/2021,WIDMAN,LORIE,,PRACTICE ADMINISTRATOR,5122124670,,,N,,N,,,,,,193200000X MULTI-SPECIALTY GROUP,193200000X MULTI-SPECIALTY GROUP,7/26/2021,"101YA0400X, 207QA0401X, 261QM0801X, 261QM1300X"
